video_id,title,channel,category,tags,views,likes,comments,duration_sec,publish_date,engagement_ratio,success_level
vid_69,Unbelievable Comedy vlog,channel_457,Comedy,live|challenge|reaction|vlog,56020,1547,319,926,2025-02-08,0.03330893771978365,Low
vid_70,Exclusive Music tutorial,channel_327,Music,reaction|tutorial|vlog|official,128327,7362,226,803,2024-12-31,0.05912973006670407,Medium
vid_71,2025 Music compilation,channel_140,Music,live,310937,16304,2094,404,2023-06-04,0.059169352089484074,Medium
vid_72,Top Music live,channel_356,Music,review,186034,12596,639,655,2024-02-22,0.07114252694385464,High
vid_73,Amazing Music review,channel_239,Music,review|vlog,109795,2362,1061,565,2025-02-27,0.031175999125651208,Low
vid_74,Guide Education official,channel_357,Education,challenge|official|live|review,98279,4377,251,859,2025-02-10,0.04708994708994709,Medium
vid_75,Exclusive Gaming review,channel_457,Gaming,challenge|reaction,74405,3940,552,404,2023-10-07,0.06037147541864903,Medium
vid_76,2025 Gaming review,channel_15,Gaming,live|challenge|trailer|tutorial,1044,80,7,875,2024-06-30,0.08325358851674641,High
vid_77,Guide Entertainment,channel_202,Entertainment,trailer,539544,24374,1742,909,2024-10-20,0.04840374760214625,Medium
vid_78,How To Gaming challenge,channel_444,Gaming,tutorial,241623,5041,494,387,2024-01-24,0.022907492633182133,Low
vid_79,2025 Music compilation,channel_233,Music,tutorial|review|live|official,406516,19695,764,832,2024-04-26,0.05032753857772246,Medium
vid_80,2025 Entertainment official,channel_277,Entertainment,trailer|official,318602,9682,1562,292,2025-02-11,0.03529156975923014,Low
vid_81,Amazing Entertainment reaction,channel_127,Entertainment,reaction|live,461185,26797,649,170,2024-04-29,0.059511780496372395,Medium
vid_82,Full Education reaction,channel_289,Education,compilation|live|tutorial,150711,7563,1312,169,2024-09-13,0.058887148999416106,Medium
vid_83,How To Science & Tech trailer,channel_368,Science & Tech,trailer|official|live,10739,260,72,738,2024-08-12,0.030912476722532587,Low
vid_84,Unbelievable Education review,channel_491,Education,trailer|reaction,73908,5647,456,484,2023-04-15,0.08257451731182941,High
vid_85,Best Sports,channel_155,Sports,compilation,249569,11853,1475,228,2024-06-29,0.05340385462996354,Medium
vid_86,Exclusive Gaming trailer,channel_190,Gaming,official|review|challenge,105428,8188,964,776,2024-05-16,0.08680723520094091,High
vid_87,Full Entertainment compilation,channel_492,Entertainment,review|live,244958,5945,948,413,2025-01-21,0.028139402920488735,Low
vid_88,Guide News tutorial,channel_334,News,challenge|review|vlog|compilation,42280,1145,307,854,2024-08-29,0.034341666469572624,Low
vid_89,Best Music reaction,channel_437,Music,challenge|reaction|review,515903,33071,4246,692,2024-04-20,0.0723332247860067,High
vid_90,2025 News review,channel_343,News,challenge,26944,1752,222,431,2025-05-21,0.07326034514752273,High
vid_91,2025 Music reaction,channel_250,Music,compilation|tutorial|challenge,294983,12484,2356,635,2024-12-19,0.050307813305128415,Medium
vid_92,Exclusive Howto & Style official,channel_285,Howto & Style,trailer|reaction,86260,6168,419,539,2025-01-07,0.07636127566339365,High
vid_93,Full Gaming reaction,channel_285,Gaming,challenge|official|vlog|live,199239,5217,1817,844,2023-08-15,0.035304155792009635,Low
vid_94,Guide Gaming tutorial,channel_125,Gaming,challenge|compilation|reaction,245325,9617,2222,606,2025-02-02,0.048258235979879834,Medium
vid_95,New News challenge,channel_181,News,tutorial|reaction|official,100746,7761,620,560,2025-01-08,0.08318858129770614,High
vid_96,How To Entertainment vlog,channel_62,Entertainment,reaction|challenge,69084,2597,273,1227,2023-10-11,0.04154302670623145,Low
vid_97,Guide Sports vlog,channel_390,Sports,trailer|reaction|live,211913,14303,1717,837,2023-08-21,0.07559670432345196,High
vid_98,Exclusive Music official,channel_155,Music,tutorial|official,297060,6967,1766,330,2023-02-25,0.029398002430477244,Low
vid_99,Full News live,channel_358,News,official,142407,5846,292,555,2024-08-10,0.04310151115105893,Low
vid_100,2025 Music challenge,channel_246,Music,official|tutorial,399103,22786,762,430,2025-06-01,0.05900216484926235,Medium
vid_101,Unbelievable Gaming trailer,channel_421,Gaming,trailer|official|vlog|review,143516,3496,1205,447,2025-04-10,0.03275570141516336,Low
vid_102,Top News trailer,channel_156,News,vlog,49853,1250,492,669,2025-02-21,0.034942030729730816,Low
vid_103,Top Gaming,channel_306,Gaming,challenge|vlog|live|tutorial,19016,1307,181,177,2024-03-15,0.07824578009149707,High
vid_104,Guide Music official,channel_318,Music,reaction,127573,8500,768,535,2024-10-02,0.07264803173060341,High
vid_105,How To Music trailer,channel_339,Music,live|trailer,505838,13491,2748,552,2023-06-10,0.03210309999822078,Low
vid_106,Full Entertainment,channel_231,Entertainment,official|reaction|live,197037,4606,407,513,2024-12-24,0.02544179295364346,Low
vid_107,Best Music challenge,channel_441,Music,tutorial|reaction,377452,24444,2359,351,2024-03-11,0.07101016550404951,High
vid_108,New Entertainment live,channel_116,Entertainment,trailer|official,182598,6782,1610,720,2023-06-19,0.045958630660627935,Medium
vid_109,New Comedy,channel_305,Comedy,trailer|challenge|compilation|live,106134,2592,635,603,2024-12-17,0.030404673293447024,Low
vid_110,Exclusive Gaming vlog,channel_140,Gaming,challenge|trailer|tutorial|official,122352,7067,888,749,2024-03-18,0.06501679566500208,High
vid_111,Amazing Sports tutorial,channel_310,Sports,reaction,299480,16489,2728,369,2024-11-21,0.06416767674743974,Medium
vid_112,Amazing Comedy,channel_295,Comedy,official|live|reaction,247665,9075,666,357,2024-06-15,0.039331196046288146,Low
vid_113,How To Education tutorial,channel_470,Education,challenge|trailer|reaction|live,48938,2692,83,442,2024-02-23,0.05670324281248084,Medium
vid_114,How To Music trailer,channel_344,Music,review|challenge|live,382021,14735,3180,1162,2024-11-09,0.0468952049881944,Medium
vid_115,Amazing Science & Tech vlog,channel_417,Science & Tech,trailer|compilation|live|review,14063,1049,118,747,2023-04-29,0.0829778156996587,High
vid_116,Amazing Science & Tech vlog,channel_207,Science & Tech,review|official|trailer|tutorial,2809,213,24,1149,2024-01-06,0.08434163701067615,High
vid_117,Amazing Education challenge,channel_256,Education,tutorial|live,136048,10779,320,459,2023-10-22,0.0815809009989048,High
vid_118,Best Gaming challenge,channel_358,Gaming,reaction,44460,3476,381,1006,2024-12-27,0.08675018555588043,High
vid_119,Exclusive Entertainment official,channel_283,Entertainment,trailer|reaction|review|official,181673,8155,628,971,2024-04-17,0.04834483745610269,Medium
vid_120,Full Science & Tech live,channel_332,Science & Tech,vlog|tutorial|reaction,50209,3320,477,614,2025-05-04,0.07562238597888866,High
vid_121,Full Gaming reaction,channel_242,Gaming,review|reaction,76793,3611,166,786,2024-09-05,0.049183529963278384,Medium
vid_122,Best News live,channel_451,News,review|compilation|vlog,87698,2957,617,754,2024-06-03,0.040753030251200126,Low
vid_123,New Music tutorial,channel_2,Music,live|challenge|tutorial|reaction,68187,1828,480,983,2023-12-20,0.03384759781779785,Low
vid_124,Unbelievable Music vlog,channel_391,Music,compilation|reaction|vlog|trailer,672276,34427,5828,634,2024-08-08,0.059878591711452274,Medium
vid_125,Amazing Gaming review,channel_439,Gaming,challenge|review|reaction,317831,23074,1471,1126,2024-11-10,0.07722633340884492,High
vid_126,Full Comedy live,channel_334,Comedy,live,136467,8494,398,1010,2024-05-29,0.06515813230940587,High
vid_127,Full Science & Tech trailer,channel_170,Science & Tech,vlog,92336,4019,455,72,2024-04-12,0.04845294952186014,Medium
vid_128,How To Entertainment review,channel_74,Entertainment,challenge,156894,7976,1263,815,2025-03-11,0.0588865164600529,Medium
vid_129,Unbelievable Science & Tech,channel_174,Science & Tech,compilation,115144,8260,1099,185,2025-05-22,0.08128012505970733,High
vid_130,2025 Education review,channel_274,Education,vlog|official|tutorial|challenge,25389,1207,249,583,2023-08-29,0.05734541157936195,Medium
vid_131,Top Education tutorial,channel_472,Education,review,45776,2655,144,573,2023-04-11,0.06114424274198833,Medium
vid_132,Full Comedy trailer,channel_361,Comedy,tutorial|official,116395,3598,478,318,2023-02-17,0.0350183855115296,Low
vid_133,2025 Music tutorial,channel_29,Music,review|live|trailer,284957,17112,726,886,2024-06-27,0.06259869875560609,Medium
vid_134,How To Gaming live,channel_350,Gaming,trailer|review,69095,2115,124,362,2024-09-26,0.03240419127011694,Low
vid_135,How To Sports,channel_255,Sports,challenge|tutorial,100581,3256,430,289,2024-04-15,0.03664671611222684,Low
vid_136,New Music challenge,channel_5,Music,trailer|challenge,771534,17250,6322,610,2023-12-20,0.030552081240643653,Low
vid_137,New Science & Tech review,channel_154,Science & Tech,tutorial|reaction|challenge|review,22010,1593,204,664,2023-04-20,0.0816409976829767,High
vid_138,Guide Music compilation,channel_293,Music,tutorial|official|review,273041,18668,2111,533,2024-11-05,0.07610184513737814,High
vid_139,Amazing Gaming,channel_5,Gaming,tutorial|reaction|vlog|live,69071,2916,370,427,2023-08-13,0.047573546444290016,Medium
vid_140,How To Education tutorial,channel_318,Education,official,14850,709,114,1010,2023-11-13,0.055417143626691805,Medium
vid_141,2025 Comedy,channel_18,Comedy,trailer|tutorial,131512,6667,761,693,2023-12-01,0.05648110833149574,Medium
vid_142,How To Sports reaction,channel_90,Sports,vlog|tutorial|review,98743,5130,314,313,2023-06-18,0.055132463744632584,Medium
vid_143,New Music challenge,channel_423,Music,trailer|challenge|official,118475,2512,461,173,2023-05-25,0.02509368986123772,Low
vid_144,Exclusive Sports review,channel_116,Sports,trailer|review|official,53101,1443,478,275,2023-09-28,0.03617566193363715,Low
vid_145,New News compilation,channel_233,News,compilation|trailer|vlog|challenge,187977,12660,1031,864,2024-04-27,0.07283299109470256,High
vid_146,2025 Entertainment vlog,channel_453,Entertainment,trailer|challenge,212378,11725,1637,341,2024-12-18,0.0629158250109474,Medium
vid_147,How To Music trailer,channel_210,Music,official,51060,1890,217,542,2023-11-08,0.04126437006717456,Low
vid_148,Top Science & Tech trailer,channel_60,Science & Tech,review|challenge,87047,3600,859,1172,2024-01-15,0.05122461170848268,Medium
vid_149,Unbelievable Education vlog,channel_381,Education,review|trailer,8319,217,19,768,2025-05-03,0.028365384615384615,Low
vid_150,Amazing Gaming tutorial,channel_209,Gaming,reaction|challenge|vlog,57538,1794,205,453,2023-08-30,0.034741653487199986,Low
vid_151,Exclusive Comedy compilation,channel_51,Comedy,official|review|live,93493,4172,920,350,2023-07-14,0.05446338802489999,Medium
vid_152,Best Science & Tech challenge,channel_486,Science & Tech,official|vlog,40442,3161,355,327,2025-03-16,0.08693717083302425,High
vid_153,Top Music,channel_65,Music,vlog,161574,4888,1133,826,2023-08-01,0.0372644282840786,Low
vid_154,2025 Education reaction,channel_417,Education,official|tutorial,75562,4102,265,825,2025-05-29,0.057792835117716344,Medium
vid_155,New Science & Tech vlog,channel_67,Science & Tech,trailer|official,23495,926,113,771,2023-05-15,0.04422029281579844,Low
vid_156,Guide Entertainment reaction,channel_405,Entertainment,official|live|challenge,60406,1624,392,614,2023-02-23,0.03337361564057146,Low
vid_157,Best Entertainment vlog,channel_216,Entertainment,challenge,302174,8842,1610,101,2024-04-04,0.03458922809630181,Low
vid_158,Best Comedy,channel_263,Comedy,vlog|reaction|tutorial|official,43067,1731,95,614,2025-01-14,0.04239806817126405,Low
vid_159,New Comedy vlog,channel_444,Comedy,official|vlog|reaction|review,162453,5731,1158,426,2024-03-12,0.04240585027146146,Low
vid_160,Best Sports challenge,channel_252,Sports,compilation,156622,7563,737,1032,2024-09-14,0.05299349393128723,Medium
vid_161,Guide Entertainment tutorial,channel_65,Entertainment,review|tutorial|reaction,292331,20415,2831,539,2024-06-01,0.07951917682634813,High
vid_162,Exclusive Education trailer,channel_51,Education,review|challenge,90784,6926,238,418,2023-08-22,0.07891171449027923,High
vid_163,Unbelievable Gaming challenge,channel_424,Gaming,trailer|compilation|reaction|live,128312,6988,1100,553,2024-11-12,0.06303336372775946,Medium
vid_164,Full Music live,channel_489,Music,trailer,381024,12229,942,476,2025-05-01,0.034567285611180366,Low
vid_165,2025 Entertainment trailer,channel_222,Entertainment,vlog|official,263112,15763,1501,473,2024-08-23,0.06561439381558494,High
vid_166,Best Science & Tech compilation,channel_288,Science & Tech,compilation|review|challenge|vlog,84844,3694,708,502,2023-02-22,0.05188284518828452,Medium
vid_167,2025 Science & Tech tutorial,channel_308,Science & Tech,vlog,31524,1505,117,297,2023-08-06,0.051451229183187945,Medium
vid_168,Best Entertainment reaction,channel_247,Entertainment,vlog|compilation|official,202946,6886,1846,1102,2025-02-19,0.04302601171734492,Low
vid_169,Exclusive Music review,channel_116,Music,tutorial,499057,37124,3302,30,2023-01-30,0.08100461269030854,High
vid_170,2025 Entertainment tutorial,channel_360,Entertainment,official|live|review,36573,1037,297,943,2023-05-27,0.036473997922021106,Low
vid_171,How To News trailer,channel_206,News,trailer,120498,8872,975,1281,2025-02-03,0.08171852048564718,High
vid_172,Full News review,channel_193,News,live|compilation|vlog,50600,1766,389,345,2025-01-08,0.042588091144443785,Low
vid_173,Guide Music,channel_483,Music,official,317175,20853,2819,456,2023-06-09,0.07463364188967639,High
vid_174,Best Entertainment official,channel_317,Entertainment,challenge|review|reaction,366006,9749,3154,446,2024-09-13,0.03525342411483933,Low
vid_175,Exclusive Gaming reaction,channel_140,Gaming,compilation,94092,6382,221,306,2024-03-16,0.07017525214415525,High
vid_176,Full Entertainment,channel_348,Entertainment,official|reaction|challenge,321118,20295,2174,323,2024-09-05,0.06997094535047754,High
vid_177,Top Entertainment tutorial,channel_105,Entertainment,tutorial|vlog,266149,9343,1094,1163,2023-12-02,0.039214728536539546,Low
vid_178,How To Entertainment review,channel_255,Entertainment,review|reaction,84595,4036,805,1048,2024-05-27,0.057224927892571754,Medium
vid_179,Best News compilation,channel_343,News,official|review|vlog|reaction,97917,4930,636,262,2023-03-21,0.056843481280254904,Medium
vid_180,Guide Howto & Style review,channel_295,Howto & Style,review|tutorial|official|reaction,65250,4032,606,817,2023-01-22,0.0710793704311045,High
vid_181,Full Science & Tech,channel_88,Science & Tech,trailer|review|challenge,18381,1003,118,741,2023-04-19,0.06098357088456098,Medium
vid_182,Exclusive Music review,channel_302,Music,review,682364,51901,6366,446,2025-06-10,0.08538978405985066,High
vid_183,2025 Music reaction,channel_174,Music,trailer|vlog,62494,4942,534,562,2024-06-27,0.08762300984078726,High
vid_184,2025 News compilation,channel_464,News,reaction|trailer,83566,4635,383,928,2023-05-30,0.06004762645541901,Medium
vid_185,How To Music,channel_89,Music,live,262078,17866,273,471,2025-03-02,0.06921195517382163,High
vid_186,Guide Education,channel_238,Education,compilation|vlog|trailer|reaction,13322,695,123,103,2023-03-11,0.061397583126923366,Medium
vid_187,New Gaming tutorial,channel_324,Gaming,compilation,3836,246,19,211,2024-06-03,0.06906437320823561,High
vid_188,Amazing Entertainment challenge,channel_237,Entertainment,compilation,158465,4508,410,149,2025-05-01,0.031035048527759897,Low
vid_189,Guide Music trailer,channel_331,Music,challenge|official|reaction|tutorial,347252,26005,1479,583,2024-10-29,0.07914690441839235,High
vid_190,Exclusive Entertainment challenge,channel_310,Entertainment,official|challenge,495832,10306,3456,937,2023-04-16,0.02775531277668086,Low
vid_191,Best Comedy compilation,channel_429,Comedy,official|reaction,70640,1774,704,268,2024-12-25,0.03507877861298679,Low
vid_192,Exclusive Gaming vlog,channel_225,Gaming,compilation|vlog,367042,8818,2844,617,2023-10-17,0.03177284405369398,Low
vid_193,Guide Gaming compilation,channel_397,Gaming,compilation,139016,4491,377,556,2023-03-09,0.03501730004244085,Low
vid_194,New Music review,channel_286,Music,live|compilation|official,292139,15743,464,436,2024-08-19,0.05547682617922914,Medium
vid_195,New Education compilation,channel_470,Education,live|trailer|vlog|tutorial,55721,2867,276,1051,2024-01-21,0.05640501058827752,Medium
vid_196,Exclusive Education live,channel_169,Education,review,139780,4097,368,30,2024-06-04,0.031942824847439925,Low
vid_197,How To Music tutorial,channel_186,Music,compilation|challenge,37802,2216,176,366,2023-07-16,0.06327540142316747,Medium
vid_198,Best Music live,channel_71,Music,trailer|official|compilation,524562,11344,1572,981,2023-12-11,0.024622399978648894,Low
vid_199,Guide Howto & Style live,channel_317,Howto & Style,live|vlog|trailer|compilation,94640,2004,183,261,2025-02-28,0.02310837797571877,Low
vid_200,Full Education live,channel_463,Education,review,40626,2403,127,746,2024-01-09,0.06227385728702587,Medium
vid_201,Guide Education challenge,channel_122,Education,challenge|reaction|tutorial,56541,3581,491,487,2023-09-02,0.07201726150472215,High
vid_202,Top Music challenge,channel_415,Music,challenge|vlog|review,213368,12820,607,947,2023-10-16,0.06292854163444549,Medium
vid_203,Unbelievable Comedy vlog,channel_258,Comedy,reaction|live,132703,2757,234,507,2025-06-12,0.02253888353026284,Low
vid_204,2025 Music challenge,channel_329,Music,vlog,378271,17130,3417,224,2025-05-21,0.0543180568479824,Medium
vid_205,New Entertainment live,channel_43,Entertainment,vlog|live|review|reaction,116364,4138,514,914,2023-04-04,0.03997765651183775,Low
vid_206,2025 Science & Tech challenge,channel_114,Science & Tech,review,12265,704,57,781,2023-02-24,0.062041415294309475,Medium
vid_207,Unbelievable Gaming reaction,channel_192,Gaming,compilation,79865,3008,761,1108,2023-08-18,0.04719154583928079,Medium
vid_208,2025 Entertainment trailer,channel_477,Entertainment,live|official,112812,8134,607,719,2023-10-21,0.0774822050650191,High
vid_209,Full Howto & Style live,channel_242,Howto & Style,official|trailer|vlog|live,65482,2980,78,645,2023-08-09,0.04669914328909793,Medium
vid_210,Exclusive Comedy,channel_281,Comedy,trailer|tutorial|vlog|live,112161,6506,372,86,2023-05-05,0.06132201636918029,Medium
vid_211,Full Entertainment,channel_215,Entertainment,trailer,227338,17974,1302,544,2025-05-06,0.08478967533067358,High
vid_212,Amazing Howto & Style vlog,channel_306,Howto & Style,live|tutorial,34091,719,314,366,2024-03-15,0.03030036372169424,Low
vid_213,Guide Entertainment reaction,channel_181,Entertainment,live|trailer|tutorial|vlog,231335,8430,1385,306,2023-03-11,0.04242746481308573,Low
vid_214,Exclusive Science & Tech vlog,channel_279,Science & Tech,review,91166,2952,100,741,2025-06-13,0.033477025678151084,Low
vid_215,2025 Gaming review,channel_326,Gaming,official|compilation|review,144578,8100,1009,894,2023-03-11,0.06300361739948401,Medium
vid_216,Guide Music trailer,channel_376,Music,live|official|vlog,141809,7251,201,216,2024-07-13,0.05254918552993442,Medium
vid_217,Full Music live,channel_330,Music,live|vlog|official|compilation,424238,10592,2727,382,2025-03-05,0.031395039117101446,Low
vid_218,Top Science & Tech tutorial,channel_19,Science & Tech,reaction,25539,953,107,178,2023-02-12,0.04150352388410337,Low
vid_219,Unbelievable Music vlog,channel_159,Music,tutorial|official|review|compilation,65790,3551,347,916,2023-07-15,0.05924822544116976,Medium
vid_220,2025 Music official,channel_442,Music,trailer|compilation|reaction,418396,26758,1227,655,2024-02-14,0.06688623484394009,High
vid_221,2025 Sports review,channel_459,Sports,challenge|vlog,59343,2954,378,636,2024-01-12,0.05614720949042869,Medium
vid_222,Best Howto & Style tutorial,channel_266,Howto & Style,trailer|review|tutorial|vlog,115165,3039,193,389,2024-07-12,0.028063838285605127,Low
vid_223,2025 Music trailer,channel_53,Music,tutorial|challenge|vlog,291602,17876,1432,1131,2025-01-04,0.06621331056264854,High
vid_224,2025 Gaming challenge,channel_354,Gaming,official|compilation|tutorial|reaction,187944,12773,1363,431,2023-10-09,0.0752134933092128,High
vid_225,Best Education official,channel_406,Education,compilation|live|official|trailer,104821,4366,191,128,2025-05-19,0.043473698269447254,Low
